id,raceId,driverId,constructorId,year,round,circuitId,lat,lng,alt,track_length_km,number_of_turns,grid,driver_age,driver_nationality_code,constructor_nationality_code,q1_ms,q2_ms,q3_ms,best_qual_ms,pit_stop_count,avg_pit_ms,rolling_avg_position,career_wins_so_far,prev_championship_points,prev_championship_position,prev_constructor_points,finishing_position
408_172,408,172,27,1986,5,13,50.60487,5.96973,401,4.05,16,17,42.507871321013006,19,9,,,,,,,12.333333333333334,6.0,4.9,7.0,12.3,5
408_102,408,102,32,1986,5,13,50.60487,5.96973,401,4.05,16,4,26.17659137577002,8,5,,,,,,,8.333333333333334,3.0,19.5,2.0,18.9,2
408_174,408,174,32,1986,5,13,50.60487,5.96973,401,4.05,16,13,28.07939767282684,9,5,,,,,,,18.0,0.0,0.0,18.0,25.3,21
408_119,408,119,34,1986,5,13,50.60487,5.96973,401,4.05,16,15,32.10403832991102,25,5,,,,,,,14.333333333333334,2.0,1.0,12.0,1.0,8
408_157,408,157,45,1986,5,13,50.60487,5.96973,401,4.05,16,25,28.139630390143736,20,14,,,,,,,19.33333333333333,0.0,0.0,22.0,0.0,24
408_160,408,160,45,1986,5,13,50.60487,5.96973,401,4.05,16,24,34.35455167693361,25,14,,,,,,,17.333333333333332,0.0,0.0,21.0,0.0,23
408_156,408,156,49,1986,5,13,50.60487,5.96973,401,4.05,16,20,29.544147843942504,9,10,,,,,,,16.666666666666668,0.0,0.0,20.0,0.0,13
408_179,408,179,49,1986,5,13,50.60487,5.96973,401,4.05,16,23,31.627652292950035,16,10,,,,,,,18.0,0.0,0.0,26.0,0.0,15
409_117,409,117,1,1986,6,7,45.29893,-73.20192,13,6.68,11,4,31.30458590006845,19,5,,,,,,,2.6666666666666665,23.0,22.5,2.0,34.1,2
409_177,409,177,1,1986,6,7,45.29893,-73.20192,13,6.68,11,6,37.52224503764545,18,5,,,,,,,9.666666666666666,5.0,11.3,5.0,44.1,4
409_95,409,95,3,1986,6,7,45.29893,-73.20192,13,6.68,11,1,32.851471594798085,9,5,,,,,,,9.0,3.0,18.1,3.0,33.2,1
409_137,409,137,3,1986,6,7,45.29893,-73.20192,13,6.68,11,3,33.82614647501711,8,5,,,,,,,9.333333333333334,14.0,14.9,4.0,46.0,3
409_105,409,105,6,1986,6,7,45.29893,-73.20192,13,6.68,11,11,29.475701574264203,25,14,,,,,,,10.333333333333334,5.0,2.9,10.0,10.2,8
409_140,409,140,6,1986,6,7,45.29893,-73.20192,13,6.68,11,18,29.765913757700204,38,14,,,,,,,5.666666666666667,0.0,7.1,6.0,10.1,18
409_110,409,110,18,1986,6,7,45.29893,-73.20192,13,6.68,11,21,27.041752224503764,25,14,,,,,,,19.0,0.0,0.0,24.0,0.0,15
409_145,409,145,18,1986,6,7,45.29893,-73.20192,13,6.68,11,20,26.94045174537988,25,14,,,,,,,22.666666666666668,0.0,0.0,26.0,0.0,22
409_123,409,123,21,1986,6,7,45.29893,-73.20192,13,6.68,11,12,28.92265571526352,7,5,,,,,,,11.666666666666666,0.0,0.0,14.0,0.0,16
409_77,409,77,22,1986,6,7,45.29893,-73.20192,13,6.68,11,7,26.80082135523614,6,14,,,,,,,9.333333333333334,0.0,5.9,8.0,8.1,17
409_170,409,170,22,1986,6,7,45.29893,-73.20192,13,6.68,11,15,31.26899383983573,25,14,,,,,,,13.333333333333334,0.0,1.9,11.0,8.2,23
409_84,409,84,25,1986,6,7,45.29893,-73.20192,13,6.68,11,19,27.03901437371664,9,5,,,,,,,12.333333333333334,0.0,2.1,12.0,2.0,9
409_166,409,166,25,1986,6,7,45.29893,-73.20192,13,6.68,11,17,30.97056810403833,19,5,,,,,,,12.0,0.0,0.0,15.0,2.0,11
409_175,409,175,26,1986,6,7,45.29893,-73.20192,13,6.68,11,14,36.9719370294319,19,5,,,,,,,21.33333333333333,2.0,0.0,16.0,0.0,25
409_178,409,178,26,1986,6,7,45.29893,-73.20192,13,6.68,11,13,39.61670088980151,5,5,,,,,,,16.0,12.0,0.0,20.0,0.0,10
409_163,409,163,27,1986,6,7,45.29893,-73.20192,13,6.68,11,5,37.946611909650926,19,9,,,,,,,11.666666666666666,7.0,5.0,9.0,12.3,6
409_172,409,172,27,1986,6,7,45.29893,-73.20192,13,6.68,11,8,42.56536618754278,19,9,,,,,,,10.333333333333334,6.0,7.2,7.0,13.3,7
409_102,409,102,32,1986,6,7,45.29893,-73.20192,13,6.68,11,2,26.2340862422998,8,5,,,,,,,8.666666666666666,3.0,25.1,1.0,25.3,5
409_174,409,174,32,1986,6,7,45.29893,-73.20192,13,6.68,11,16,28.136892539356605,9,5,,,,,,,22.0,0.0,0.0,19.0,27.2,19
409_118,409,118,34,1986,6,7,45.29893,-73.20192,13,6.68,11,10,31.80013689253936,9,5,,,,,,,14.333333333333334,0.0,5.1,14.0,1.0,21
409_119,409,119,34,1986,6,7,45.29893,-73.20192,13,6.68,11,9,32.16153319644079,25,5,,,,,,,10.0,2.0,1.0,13.0,1.0,13
409_157,409,157,45,1986,6,7,45.29893,-73.20192,13,6.68,11,25,28.197125256673512,20,14,,,,,,,21.33333333333333,0.0,0.0,23.0,0.0,24
409_160,409,160,45,1986,6,7,45.29893,-73.20192,13,6.68,11,23,34.41204654346338,25,14,,,,,,,18.33333333333333,0.0,0.0,22.0,0.0,14
409_156,409,156,49,1986,6,7,45.29893,-73.20192,13,6.68,11,22,29.60164271047228,9,10,,,,,,,13.333333333333334,0.0,0.0,21.0,0.0,20
409_179,409,179,49,1986,6,7,45.29893,-73.20192,13,6.68,11,24,31.685147159479808,16,10,,,,,,,20.666666666666668,0.0,0.0,25.0,0.0,12
410_117,410,117,1,1986,7,37,42.24709,-83.29596,177,4.59,21,7,31.32375085557837,19,5,,,,,,,3.0,23.0,28.4,1.0,44.1,3
410_177,410,177,1,1986,7,37,42.24709,-83.29596,177,4.59,21,9,37.541409993155376,18,5,,,,,,,9.333333333333334,5.0,14.0,5.0,46.0,23
410_95,410,95,3,1986,7,37,42.24709,-83.29596,177,4.59,21,2,32.87063655030801,9,5,,,,,,,2.0,4.0,27.2,2.0,46.0,5
410_137,410,137,3,1986,7,37,42.24709,-83.29596,177,4.59,21,3,33.84531143052703,8,5,,,,,,,9.666666666666666,14.0,18.9,4.0,47.5,15
410_105,410,105,6,1986,7,37,42.24709,-83.29596,177,4.59,21,11,29.49486652977413,25,14,,,,,,,9.666666666666666,5.0,2.9,10.0,10.1,4
410_140,410,140,6,1986,7,37,42.24709,-83.29596,177,4.59,21,5,29.78507871321013,38,14,,,,,,,10.333333333333334,0.0,7.0,6.0,12.7,16
410_110,410,110,18,1986,7,37,42.24709,-83.29596,177,4.59,21,23,27.06091718001369,25,14,,,,,,,18.0,0.0,0.0,24.0,0.0,14
410_145,410,145,18,1986,7,37,42.24709,-83.29596,177,4.59,21,24,26.9596167008898,25,14,,,,,,,21.666666666666668,0.0,0.0,26.0,0.0,25
410_123,410,123,21,1986,7,37,42.24709,-83.29596,177,4.59,21,13,28.94182067077344,7,5,,,,,,,14.666666666666666,0.0,0.0,14.0,0.0,13
410_157,410,157,21,1986,7,37,42.24709,-83.29596,177,4.59,21,19,28.216290212183434,20,5,,,,,,,24.0,0.0,0.0,25.0,0.0,11
410_77,410,77,22,1986,7,37,42.24709,-83.29596,177,4.59,21,12,26.819986310746064,6,14,,,,,,,14.0,0.0,6.1,8.0,8.2,24
410_170,410,170,22,1986,7,37,42.24709,-83.29596,177,4.59,21,17,31.28815879534565,25,14,,,,,,,16.333333333333332,0.0,2.0,11.0,8.0,17
410_84,410,84,25,1986,7,37,42.24709,-83.29596,177,4.59,21,16,27.05817932922656,9,5,,,,,,,12.666666666666666,0.0,2.0,12.0,2.0,21
410_166,410,166,25,1986,7,37,42.24709,-83.29596,177,4.59,21,18,30.989733059548254,19,5,,,,,,,11.333333333333334,0.0,0.0,15.0,2.0,9
410_158,410,158,26,1986,7,37,42.24709,-83.29596,177,4.59,21,10,28.44626967830253,0,5,,,,,,,18.33333333333333,0.0,0.0,26.0,0.0,18
410_178,410,178,26,1986,7,37,42.24709,-83.29596,177,4.59,21,21,39.63586584531143,5,5,,,,,,,13.666666666666666,12.0,0.0,20.0,0.0,19
410_163,410,163,27,1986,7,37,42.24709,-83.29596,177,4.59,21,4,37.96577686516085,19,9,,,,,,,9.666666666666666,7.0,6.1,9.0,13.3,12
410_172,410,172,27,1986,7,37,42.24709,-83.29596,177,4.59,21,6,42.5845311430527,19,9,,,,,,,6.0,6.0,7.0,7.0,18.8,2
410_102,410,102,32,1986,7,37,42.24709,-83.29596,177,4.59,21,1,26.25325119780972,8,5,,,,,,,3.333333333333333,3.0,27.1,3.0,27.2,1
410_174,410,174,32,1986,7,37,42.24709,-83.29596,177,4.59,21,14,28.15605749486653,9,5,,,,,,,20.666666666666668,0.0,0.0,19.0,35.5,7
410_118,410,118,34,1986,7,37,42.24709,-83.29596,177,4.59,21,15,31.81930184804928,9,5,,,,,,,19.33333333333333,0.0,0.0,27.0,1.0,10
410_119,410,119,34,1986,7,37,42.24709,-83.29596,177,4.59,21,8,32.18069815195072,25,5,,,,,,,12.333333333333334,2.0,1.0,13.0,2.0,6
410_160,410,160,45,1986,7,37,42.24709,-83.29596,177,4.59,21,22,34.431211498973305,25,14,,,,,,,19.33333333333333,0.0,0.0,23.0,0.0,22
410_180,410,180,45,1986,7,37,42.24709,-83.29596,177,4.59,21,25,24.88980150581793,10,14,,,,,,,,0.0,0.0,0.0,0.0,20
410_156,410,156,49,1986,7,37,42.24709,-83.29596,177,4.59,21,20,29.620807665982205,9,10,,,,,,,15.0,0.0,0.0,21.0,0.0,8
410_179,410,179,49,1986,7,37,42.24709,-83.29596,177,4.59,21,26,31.704312114989733,16,10,,,,,,,16.666666666666668,0.0,0.0,22.0,0.0,26
411_117,411,117,1,1986,8,34,43.44475,5.77949,432,6.88,18,5,31.362080766598226,19,5,,,,,,,3.6666666666666665,23.0,32.2,2.0,46.0,2
411_177,411,177,1,1986,8,34,43.44475,5.77949,432,6.88,18,7,37.57973990417522,18,5,,,,,,,16.333333333333332,5.0,13.9,5.0,56.1,4
411_95,411,95,3,1986,8,34,43.44475,5.77949,432,6.88,18,2,32.90896646132786,9,5,,,,,,,2.333333333333333,4.0,28.8,3.0,47.5,1
411_137,411,137,3,1986,8,34,43.44475,5.77949,432,6.88,18,3,33.883641341546884,8,5,,,,,,,12.333333333333334,14.0,19.1,4.0,61.2,3
411_105,411,105,6,1986,8,34,43.44475,5.77949,432,6.88,18,9,29.533196440793976,25,14,,,,,,,5.333333333333333,5.0,6.1,9.0,12.7,8
411_140,411,140,6,1986,8,34,43.44475,5.77949,432,6.88,18,10,29.82340862422998,38,14,,,,,,,12.333333333333334,0.0,6.8,7.0,13.3,21
411_110,411,110,18,1986,8,34,43.44475,5.77949,432,6.88,18,23,27.09924709103354,25,14,,,,,,,14.333333333333334,0.0,0.0,26.0,0.0,25
411_145,411,145,18,1986,8,34,43.44475,5.77949,432,6.88,18,19,26.99794661190965,25,14,,,,,,,21.33333333333333,0.0,0.0,27.0,0.0,24
411_123,411,123,21,1986,8,34,43.44475,5.77949,432,6.88,18,21,28.980150581793293,7,5,,,,,,,16.333333333333332,0.0,0.0,14.0,0.0,12
411_157,411,157,21,1986,8,34,43.44475,5.77949,432,6.88,18,18,28.254620123203285,20,5,,,,,,,19.666666666666668,0.0,0.0,24.0,0.0,11
411_77,411,77,22,1986,8,34,43.44475,5.77949,432,6.88,18,8,26.858316221765914,6,14,,,,,,,17.0,0.0,5.8,8.0,8.0,19
411_170,411,170,22,1986,8,34,43.44475,5.77949,432,6.88,18,6,31.326488706365502,25,14,,,,,,,15.666666666666666,0.0,2.0,11.0,8.2,20
411_84,411,84,25,1986,8,34,43.44475,5.77949,432,6.88,18,15,27.096509240246405,9,5,,,,,,,15.333333333333334,0.0,2.0,12.0,2.0,10
411_166,411,166,25,1986,8,34,43.44475,5.77949,432,6.88,18,17,31.028062970568104,19,5,,,,,,,10.666666666666666,0.0,0.0,15.0,2.0,16
411_175,411,175,26,1986,8,34,43.44475,5.77949,432,6.88,18,13,37.02943189596167,19,5,,,,,,,21.33333333333333,2.0,0.0,16.0,0.0,13
411_178,411,178,26,1986,8,34,43.44475,5.77949,432,6.88,18,20,39.67419575633128,5,5,,,,,,,13.333333333333334,12.0,0.0,21.0,0.0,26
411_163,411,163,27,1986,8,34,43.44475,5.77949,432,6.88,18,4,38.0041067761807,19,9,,,,,,,12.0,7.0,6.0,10.0,18.8,5
411_172,411,172,27,1986,8,34,43.44475,5.77949,432,6.88,18,11,42.62286105407255,19,9,,,,,,,4.666666666666667,6.0,13.2,6.0,22.2,6
411_102,411,102,32,1986,8,34,43.44475,5.77949,432,6.88,18,1,26.29158110882957,8,5,,,,,,,2.6666666666666665,4.0,37.0,1.0,35.5,22
411_174,411,174,32,1986,8,34,43.44475,5.77949,432,6.88,18,12,28.194387405886378,9,5,,,,,,,15.666666666666666,0.0,0.0,16.0,36.1,14
411_118,411,118,34,1986,8,34,43.44475,5.77949,432,6.88,18,14,31.85763175906913,9,5,,,,,,,14.333333333333334,0.0,0.0,22.0,2.0,9
411_119,411,119,34,1986,8,34,43.44475,5.77949,432,6.88,18,16,32.219028062970565,25,5,,,,,,,9.0,2.0,2.0,13.0,2.0,7
411_160,411,160,45,1986,8,34,43.44475,5.77949,432,6.88,18,25,34.469541409993155,25,14,,,,,,,19.666666666666668,0.0,0.0,25.0,0.0,23
411_180,411,180,45,1986,8,34,43.44475,5.77949,432,6.88,18,26,24.928131416837783,10,14,,,,,,,20.0,0.0,0.0,29.0,0.0,18
411_156,411,156,49,1986,8,34,43.44475,5.77949,432,6.88,18,22,29.659137577002053,9,10,,,,,,,13.666666666666666,0.0,0.0,17.0,0.0,15
411_179,411,179,49,1986,8,34,43.44475,5.77949,432,6.88,18,24,31.742642026009584,16,10,,,,,,,17.666666666666668,0.0,0.0,23.0,0.0,17
412_117,412,117,1,1986,9,38,51.15028,0.26341,145,4.78,8,6,31.381245722108144,19,5,,,,,,,2.333333333333333,23.0,39.8,1.0,56.1,3
412_177,412,177,1,1986,9,38,51.15028,0.26341,145,4.78,8,5,37.59890485968515,18,5,,,,,,,10.333333333333334,5.0,17.4,5.0,59.7,22
412_95,412,95,3,1986,9,38,51.15028,0.26341,145,4.78,8,2,32.92813141683778,9,5,,,,,,,2.333333333333333,5.0,37.5,2.0,61.2,1
412_137,412,137,3,1986,9,38,51.15028,0.26341,145,4.78,8,1,33.90280629705681,8,5,,,,,,,7.0,14.0,22.7,4.0,76.6,2
412_105,412,105,6,1986,9,38,51.15028,0.26341,145,4.78,8,12,29.5523613963039,25,14,,,,,,,6.666666666666667,5.0,6.1,10.0,13.3,12
412_140,412,140,6,1986,9,38,51.15028,0.26341,145,4.78,8,18,29.842573579739906,38,14,,,,,,,18.33333333333333,0.0,6.9,8.0,12.9,21
412_110,412,110,18,1986,9,38,51.15028,0.26341,145,4.78,8,21,27.11841204654346,25,14,,,,,,,18.0,0.0,0.0,26.0,0.0,18
412_145,412,145,18,1986,9,38,51.15028,0.26341,145,4.78,8,20,27.017111567419576,25,14,,,,,,,23.666666666666668,0.0,0.0,27.0,0.0,13
412_123,412,123,21,1986,9,38,51.15028,0.26341,145,4.78,8,13,28.99931553730321,7,5,,,,,,,13.666666666666666,0.0,0.0,14.0,0.0,10
412_157,412,157,21,1986,9,38,51.15028,0.26341,145,4.78,8,23,28.27378507871321,20,5,,,,,,,15.333333333333334,0.0,0.0,23.0,0.0,24
412_77,412,77,22,1986,9,38,51.15028,0.26341,145,4.78,8,4,26.87748117727584,6,14,,,,,,,20.0,0.0,5.9,9.0,8.2,19
412_170,412,170,22,1986,9,38,51.15028,0.26341,145,4.78,8,7,31.345653661875428,25,14,,,,,,,20.0,0.0,2.0,11.0,8.0,14
412_84,412,84,25,1986,9,38,51.15028,0.26341,145,4.78,8,11,27.11567419575633,9,5,,,,,,,13.333333333333334,0.0,2.0,12.0,2.0,5
412_166,412,166,25,1986,9,38,51.15028,0.26341,145,4.78,8,16,31.04722792607803,19,5,,,,,,,12.0,0.0,0.0,15.0,5.0,6
412_175,412,175,26,1986,9,38,51.15028,0.26341,145,4.78,8,17,37.04859685147159,19,5,,,,,,,21.0,2.0,0.0,18.0,0.0,11
412_178,412,178,26,1986,9,38,51.15028,0.26341,145,4.78,8,14,39.6933607118412,5,5,,,,,,,18.33333333333333,12.0,0.0,22.0,0.0,20
412_163,412,163,27,1986,9,38,51.15028,0.26341,145,4.78,8,8,38.02327173169062,19,9,,,,,,,7.666666666666667,7.0,8.0,7.0,22.2,4
412_172,412,172,27,1986,9,38,51.15028,0.26341,145,4.78,8,19,42.64202600958248,19,9,,,,,,,5.0,6.0,14.2,6.0,25.6,23
412_102,412,102,32,1986,9,38,51.15028,0.26341,145,4.78,8,3,26.310746064339494,8,5,,,,,,,9.333333333333334,4.0,35.0,3.0,36.1,16
412_174,412,174,32,1986,9,38,51.15028,0.26341,145,4.78,8,10,28.213552361396303,9,5,,,,,,,13.333333333333334,0.0,0.0,16.0,35.3,7
412_118,412,118,34,1986,9,38,51.15028,0.26341,145,4.78,8,9,31.87679671457905,9,5,,,,,,,13.333333333333334,0.0,0.0,21.0,2.0,8
412_119,412,119,34,1986,9,38,51.15028,0.26341,145,4.78,8,15,32.238193018480494,25,5,,,,,,,8.666666666666666,2.0,2.1,13.0,2.0,15
412_160,412,160,45,1986,9,38,51.15028,0.26341,145,4.78,8,24,34.48870636550308,25,14,,,,,,,19.666666666666668,0.0,0.0,25.0,0.0,25
412_180,412,180,45,1986,9,38,51.15028,0.26341,145,4.78,8,26,24.947296372347708,10,14,,,,,,,19.0,0.0,0.0,28.0,0.0,26
412_156,412,156,49,1986,9,38,51.15028,0.26341,145,4.78,8,22,29.67830253251197,9,10,,,,,,,14.333333333333334,0.0,0.0,17.0,0.0,9
412_179,412,179,49,1986,9,38,51.15028,0.26341,145,4.78,8,25,31.761806981519506,16,10,,,,,,,18.33333333333333,0.0,0.0,24.0,0.0,17
413_117,413,117,1,1986,10,10,49.43044,8.5855,103,3.73,21,2,31.419575633127995,19,5,,,,,,,2.6666666666666665,23.0,43.6,2.0,59.7,6
413_177,413,177,1,1986,10,10,49.43044,8.5855,103,3.73,21,1,37.637234770705,18,5,,,,,,,16.333333333333332,5.0,16.5,5.0,62.6,5
413_95,413,95,3,1986,10,10,49.43044,8.5855,103,3.73,21,6,32.96646132785763,9,5,,,,,,,2.333333333333333,6.0,47.3,1.0,76.6,3
413_137,413,137,3,1986,10,10,49.43044,8.5855,103,3.73,21,5,33.94113620807666,8,5,,,,,,,6.666666666666667,14.0,28.5,4.0,90.6,1
413_105,413,105,6,1986,10,10,49.43044,8.5855,103,3.73,21,10,29.590691307323752,25,14,,,,,,,8.0,5.0,5.9,10.0,12.9,25
413_140,413,140,6,1986,10,10,49.43044,8.5855,103,3.73,21,11,29.88090349075976,38,14,,,,,,,19.33333333333333,0.0,7.1,8.0,13.0,11
413_110,413,110,18,1986,10,10,49.43044,8.5855,103,3.73,21,23,27.156741957563312,25,14,,,,,,,19.0,0.0,0.0,27.0,0.0,18
413_145,413,145,18,1986,10,10,49.43044,8.5855,103,3.73,21,22,27.055441478439427,25,14,,,,,,,20.666666666666668,0.0,0.0,26.0,0.0,19
413_123,413,123,21,1986,10,10,49.43044,8.5855,103,3.73,21,21,29.037645448323065,7,5,,,,,,,11.666666666666666,0.0,0.0,15.0,0.0,21
413_157,413,157,21,1986,10,10,49.43044,8.5855,103,3.73,21,17,28.31211498973306,20,5,,,,,,,15.333333333333334,0.0,0.0,23.0,0.0,13
413_77,413,77,22,1986,10,10,49.43044,8.5855,103,3.73,21,4,26.915811088295687,6,14,,,,,,,20.666666666666668,0.0,6.0,9.0,8.0,10
413_170,413,170,22,1986,10,10,49.43044,8.5855,103,3.73,21,9,31.38398357289528,25,14,,,,,,,17.0,0.0,2.0,12.0,8.1,26
413_84,413,84,25,1986,10,10,49.43044,8.5855,103,3.73,21,15,27.15400410677618,9,5,,,,,,,12.0,0.0,3.9,11.0,5.0,16
413_166,413,166,25,1986,10,10,49.43044,8.5855,103,3.73,21,18,31.08555783709788,19,5,,,,,,,10.333333333333334,0.0,1.0,14.0,5.0,24
413_175,413,175,26,1986,10,10,49.43044,8.5855,103,3.73,21,13,37.08692676249144,19,5,,,,,,,16.333333333333332,2.0,0.0,19.0,0.0,8
413_178,413,178,26,1986,10,10,49.43044,8.5855,103,3.73,21,19,39.73169062286105,5,5,,,,,,,21.666666666666668,12.0,0.0,22.0,0.0,9
413_112,413,112,27,1986,10,10,49.43044,8.5855,103,3.73,21,14,32.0,19,9,,,,,,,20.0,0.0,0.0,26.0,25.6,22
413_163,413,163,27,1986,10,10,49.43044,8.5855,103,3.73,21,8,38.06160164271047,19,9,,,,,,,7.0,7.0,10.7,7.0,28.6,4
413_102,413,102,32,1986,10,10,49.43044,8.5855,103,3.73,21,3,26.349075975359344,8,5,,,,,,,13.0,4.0,36.3,3.0,35.3,2
413_174,413,174,32,1986,10,10,49.43044,8.5855,103,3.73,21,12,28.25188227241616,9,5,,,,,,,9.333333333333334,0.0,0.0,16.0,41.9,20
413_118,413,118,34,1986,10,10,49.43044,8.5855,103,3.73,21,20,31.915126625598905,9,5,,,,,,,9.0,0.0,0.0,17.0,2.0,7
413_119,413,119,34,1986,10,10,49.43044,8.5855,103,3.73,21,7,32.276522929500345,25,5,,,,,,,9.333333333333334,2.0,2.0,13.0,2.1,17
413_160,413,160,45,1986,10,10,49.43044,8.5855,103,3.73,21,25,34.52703627652293,25,14,,,,,,,23.33333333333333,0.0,0.0,25.0,0.0,23
413_180,413,180,45,1986,10,10,49.43044,8.5855,103,3.73,21,26,24.985626283367555,10,14,,,,,,,21.33333333333333,0.0,0.0,28.0,0.0,12
413_156,413,156,49,1986,10,10,49.43044,8.5855,103,3.73,21,16,29.71663244353183,9,10,,,,,,,10.666666666666666,0.0,0.0,18.0,0.0,15
413_179,413,179,49,1986,10,10,49.43044,8.5855,103,3.73,21,24,31.80013689253936,16,10,,,,,,,20.0,0.0,0.0,24.0,0.0,14
414_117,414,117,1,1986,11,11,47.3508,19.27508,264,6.21,18,3,31.457905544147845,19,5,,,,,,,3.6666666666666665,23.0,43.5,2.0,62.6,20
414_177,414,177,1,1986,11,11,47.3508,19.27508,264,6.21,18,5,37.67556468172484,18,5,,,,,,,10.333333333333334,5.0,19.5,5.0,61.5,15
414_95,414,95,3,1986,11,11,47.3508,19.27508,264,6.21,18,4,33.00479123887748,9,5,,,,,,,1.6666666666666667,6.0,49.7,1.0,90.6,3
414_137,414,137,3,1986,11,11,47.3508,19.27508,264,6.21,18,2,33.97946611909651,8,5,,,,,,,2.0,15.0,39.0,4.0,99.9,1
414_105,414,105,6,1986,11,11,47.3508,19.27508,264,6.21,18,15,29.6290212183436,25,14,,,,,,,15.0,5.0,6.0,10.0,13.0,18
414_140,414,140,6,1986,11,11,47.3508,19.27508,264,6.21,18,7,29.919233401779604,38,14,,,,,,,17.666666666666668,0.0,6.9,8.0,15.6,4
414_110,414,110,18,1986,11,11,47.3508,19.27508,264,6.21,18,20,27.195071868583163,25,14,,,,,,,20.33333333333333,0.0,0.0,28.0,0.0,24
414_145,414,145,18,1986,11,11,47.3508,19.27508,264,6.21,18,17,27.09377138945928,25,14,,,,,,,18.666666666666668,0.0,0.0,27.0,0.0,17
414_123,414,123,21,1986,11,11,47.3508,19.27508,264,6.21,18,22,29.07597535934292,7,5,,,,,,,14.333333333333334,0.0,0.0,15.0,0.0,14
414_157,414,157,21,1986,11,11,47.3508,19.27508,264,6.21,18,21,28.35044490075291,20,5,,,,,,,16.0,0.0,0.0,23.0,0.0,22
414_77,414,77,22,1986,11,11,47.3508,19.27508,264,6.21,18,11,26.954140999315538,6,14,,,,,,,16.0,0.0,6.0,9.0,8.1,13
414_170,414,170,22,1986,11,11,47.3508,19.27508,264,6.21,18,13,31.42231348391513,25,14,,,,,,,20.0,0.0,2.0,12.0,8.2,16
414_84,414,84,25,1986,11,11,47.3508,19.27508,264,6.21,18,16,27.19233401779603,9,5,,,,,,,10.333333333333334,0.0,3.9,11.0,5.0,6
414_166,414,166,25,1986,11,11,47.3508,19.27508,264,6.21,18,18,31.123887748117728,19,5,,,,,,,15.333333333333334,0.0,1.0,14.0,6.2,8
414_175,414,175,26,1986,11,11,47.3508,19.27508,264,6.21,18,6,37.125256673511295,19,5,,,,,,,10.666666666666666,2.0,0.0,18.0,0.0,7
414_178,414,178,26,1986,11,11,47.3508,19.27508,264,6.21,18,10,39.7700205338809,5,5,,,,,,,18.33333333333333,12.0,0.0,22.0,0.0,12
414_112,414,112,27,1986,11,11,47.3508,19.27508,264,6.21,18,12,32.03832991101985,19,9,,,,,,,21.0,0.0,0.0,30.0,28.6,9
414_163,414,163,27,1986,11,11,47.3508,19.27508,264,6.21,18,9,38.09993155373032,19,9,,,,,,,4.333333333333333,7.0,14.4,7.0,28.6,11
414_102,414,102,32,1986,11,11,47.3508,19.27508,264,6.21,18,1,26.38740588637919,8,5,,,,,,,13.333333333333334,4.0,41.7,3.0,41.9,2
414_174,414,174,32,1986,11,11,47.3508,19.27508,264,6.21,18,8,28.290212183436,9,5,,,,,,,13.666666666666666,0.0,0.0,16.0,50.9,5
414_118,414,118,34,1986,11,11,47.3508,19.27508,264,6.21,18,19,31.95345653661876,9,5,,,,,,,8.0,0.0,0.0,17.0,2.1,19
414_119,414,119,34,1986,11,11,47.3508,19.27508,264,6.21,18,14,32.31485284052019,25,5,,,,,,,13.0,2.0,2.0,13.0,2.0,23
414_160,414,160,45,1986,11,11,47.3508,19.27508,264,6.21,18,23,34.56536618754278,25,14,,,,,,,23.666666666666668,0.0,0.0,26.0,0.0,21
414_180,414,180,45,1986,11,11,47.3508,19.27508,264,6.21,18,26,25.02395619438741,10,14,,,,,,,18.666666666666668,0.0,0.0,25.0,0.0,26
414_156,414,156,49,1986,11,11,47.3508,19.27508,264,6.21,18,24,29.75496235455168,9,10,,,,,,,13.0,0.0,0.0,19.0,0.0,10
414_179,414,179,49,1986,11,11,47.3508,19.27508,264,6.21,18,25,31.838466803559207,16,10,,,,,,,16.0,0.0,0.0,24.0,0.0,25
415_117,415,117,1,1986,12,70,47.44961,14.78088,678,6.82,14,5,31.477070499657767,19,5,,,,,,,9.666666666666666,23.0,43.1,4.0,61.5,1
415_177,415,177,1,1986,12,70,47.44961,14.78088,678,6.82,14,3,37.69472963723477,18,5,,,,,,,14.0,5.0,19.4,5.0,70.9,9
415_95,415,95,3,1986,12,70,47.44961,14.78088,678,6.82,14,6,33.02395619438741,9,5,,,,,,,2.333333333333333,6.0,54.8,1.0,99.9,12
415_137,415,137,3,1986,12,70,47.44961,14.78088,678,6.82,14,7,33.99863107460644,8,5,,,,,,,1.3333333333333333,16.0,46.0,3.0,100.5,13
415_105,415,105,6,1986,12,70,47.44961,14.78088,678,6.82,14,9,29.648186173853524,25,14,,,,,,,18.33333333333333,5.0,6.1,10.0,15.6,2
415_140,415,140,6,1986,12,70,47.44961,14.78088,678,6.82,14,14,29.93839835728953,38,14,,,,,,,12.0,0.0,10.1,8.0,26.7,3
415_110,415,110,18,1986,12,70,47.44961,14.78088,678,6.82,14,23,27.21423682409309,25,14,,,,,,,20.0,0.0,0.0,29.0,0.0,18
415_145,415,145,18,1986,12,70,47.44961,14.78088,678,6.82,14,19,27.1129363449692,25,14,,,,,,,16.333333333333332,0.0,0.0,28.0,0.0,17
415_123,415,123,21,1986,12,70,47.44961,14.78088,678,6.82,14,18,29.09514031485284,7,5,,,,,,,15.0,0.0,0.0,16.0,0.0,14
